output,nll_sum,valid_tokens,nll_mean,perplexity,parsable,parse_fail_reason
"{""questions"": [{""id"": 1, ""type"": ""multiple_choice"", ""question"": ""Apa makanan utama kucing?"", ""options"": [{""id"": ""a"", ""text"": ""Tumbuhan""}, {""id"": ""b"", ""text"": ""Hewan""}, {""id"": ""c"", ""text"": ""Serangga""}, {""id"": ""d"", ""text"": ""Ikan""}], ""correct_answer"": ""b"", ""explanation"": ""Kucing adalah karnivora, jadi makanan utamanya adalah hewan.""}, {""id"": 2, ""type"": ""true_false"", ""question"": ""Kucing dapat melihat dalam gelap."", ""correct_answer"": true, ""explanation"": ""Kucing memiliki penglihatan malam yang sangat baik.""}, {""id"": 3, ""type"": ""multiple_choice"", ""question"": ""Berapa lama umur rata-rata kucing domestik?"", ""options"": [{""id"": ""a"", ""text"": ""5 tahun""}, {""id"": ""b"", ""text"": ""10 tahun""}, {""id"": ""c"", ""text"": ""15 tahun""}, {""id"": ""d"", ""text"": ""20 tahun""}], ""correct_answer"": ""c"", ""explanation"": ""Kucing domestik rata-rata hidup sekitar 15 tahun.""}, {""id"": 4, ""type"": ""multibox"", ""question"": ""Apa saja contoh ras kucing?"", ""options"": [{""id"": ""a"", ""text"": ""Persia""}, {""id"": ""b"", ""text"": ""Siam""}, {""id"": ""c"", ""text"": ""Maine Coon""}, {""id"": ""d"", ""text"": ""Bengal""}], ""correct_answer"": [""a"", ""b"", ""c""], ""explanation"": ""Persia, Siam, dan Maine Coon adalah contoh ras kucing.""}, {""id"": 5, ""type"": ""multiple_choice"", ""question"": ""Apa peran kucing liar dalam ekosistem?"", ""options"": [{""id"": ""a"", ""text"": ""Mengendalikan populasi hewan pengerat""}, {""id"": ""b"", ""text"": ""Menghasilkan oksigen""}, {""id"": ""c"", ""text"": ""Mengubah nitrogen menjadi nitrogen gas""}, {""id"": ""d"", ""text"": ""Mengubah karbon dioksida menjadi glukosa""}], ""correct_answer"": ""a"", ""explanation"": ""Kucing liar membantu mengendalikan populasi hewan pengerat.""}]}",122.3125,547,0.22360603290676417,1.2505782356920683,1,
"{""questions"": [{""id"": 1, ""type"": ""multiple_choice"", ""question"": ""Apa yang digunakan sebagai bahan baku dalam fotosintesis?"", ""options"": [{""id"": ""a"", ""text"": ""Air dan karbon dioksida""}, {""id"": ""b"", ""text"": ""Oksigen dan nitrogen""}, {""id"": ""c"", ""text"": ""Urea dan fosfor""}, {""id"": ""d"", ""text"": ""Klorofil dan air""}], ""correct_answer"": ""a"", ""explanation"": ""Air dan karbon dioksida digunakan sebagai bahan baku dalam fotosintesis.""}, {""id"": 2, ""type"": ""true_false"", ""question"": ""Klorofil adalah pigmen merah."", ""correct_answer"": false, ""explanation"": ""Klorofil adalah pigmen hijau.""}, {""id"": 3, ""type"": ""multiple_choice"", ""question"": ""Apa produk sampingan utama dari fotosintesis?"", ""options"": [{""id"": ""a"", ""text"": ""Glukosa""}, {""id"": ""b"", ""text"": ""Oksigen""}, {""id"": ""c"", ""text"": ""Karbon dioksida""}, {""id"": ""d"", ""text"": ""Air""}], ""correct_answer"": ""b"", ""explanation"": ""Oksigen dilepaskan sebagai produk sampingan utama dari fotosintesis.""}, {""id"": 4, ""type"": ""multibox"", ""question"": ""Siapa saja yang melakukan fotosintesis?"", ""options"": [{""id"": ""a"", ""text"": ""Tumbuhan""}, {""id"": ""b"", ""text"": ""Hewan""}, {""id"": ""c"", ""text"": ""Alga""}, {""id"": ""d"", ""text"": ""Bakteri""}], ""correct_answer"": [""a"", ""c""], ""explanation"": ""Tumbuhan, alga, dan beberapa bakteri melakukan fotosintesis.""}, {""id"": 5, ""type"": ""multiple_choice"", ""question"": ""Apa peran fotosintesis dalam lingkungan?"", ""options"": [{""id"": ""a"", ""text"": ""Menghasilkan oksigen""}, {""id"": ""b"", ""text"": ""Mengubah energi cahaya menjadi energi kimia""}, {""id"": ""c"", ""text"": ""Mengubah energi kimia menjadi energi cahaya""}, {""id"": ""d"", ""text"": ""Menghilangkan oksigen""}], ""correct_answer"": ""a"", ""explanation"": ""Fotosintesis menghasilkan oksigen, yang penting untuk kehidupan di Bumi.""}]}",114.5625,554,0.20679151624548736,1.2297261671252342,1,
"{""questions"": [{""id"": 1, ""type"": ""multiple_choice"", ""question"": ""Apa pusat sistem tata surya?"", ""options"": [{""id"": ""a"", ""text"": ""Bumi""}, {""id"": ""b"", ""text"": ""Matahari""}, {""id"": ""c"", ""text"": ""Jupiter""}, {""id"": ""d"", ""text"": ""Saturnus""}], ""correct_answer"": ""b"", ""explanation"": ""Matahari adalah pusat sistem tata surya.""}, {""id"": 2, ""type"": ""true_false"", ""question"": ""Semua planet dalam sistem tata surya adalah raksasa gas."", ""correct_answer"": false, ""explanation"": ""Empat planet dalam adalah planet terestrial, sedangkan empat planet luar adalah raksasa gas.""}, {""id"": 3, ""type"": ""multiple_choice"", ""question"": ""Apa yang mengorbit planet?"", ""options"": [{""id"": ""a"", ""text"": ""Asteroid""}, {""id"": ""b"", ""text"": ""Bulan""}, {""id"": ""c"", ""text"": ""Komet""}, {""id"": ""d"", ""text"": ""Semua jawaban di atas""}], ""correct_answer"": ""d"", ""explanation"": ""Semua jawaban di atas benar. Bulan mengorbit planet, asteroid mengorbit Matahari, dan komet juga mengorbit Matahari.""}, {""id"": 4, ""type"": ""multibox"", ""question"": ""Apa saja objek yang mengorbit Matahari?"", ""options"": [{""id"": ""a"", ""text"": ""Planet""}, {""id"": ""b"", ""text"": ""Bulan""}, {""id"": ""c"", ""text"": ""Asteroid""}, {""id"": ""d"", ""text"": ""Komet""}], ""correct_answer"": [""a"", ""b"", ""c"", ""d""], ""explanation"": ""Semua objek tersebut mengorbit Matahari.""}, {""id"": 5, ""type"": ""multiple_choice"", ""question"": ""Apa yang disebut meteoroid yang jatuh ke Bumi?"", ""options"": [{""id"": ""a"", ""text"": ""Meteor""}, {""id"": ""b"", ""text"": ""Meteorit""}, {""id"": ""c"", ""text"": ""Komet""}, {""id"": ""d"", ""text"": ""Asteroid""}], ""correct_answer"": ""b"", ""explanation"": ""Meteoroid yang jatuh ke Bumi disebut meteorit.""}]}",87.4375,526,0.16623098859315588,1.1808458321407558,1,
"{""questions"": [{""id"": 1, ""type"": ""multiple_choice"", ""question"": ""Apa yang dimaksud dengan siklus air?"", ""options"": [{""id"": ""a"", ""text"": ""Proses pergerakan air di bawah permukaan bumi""}, {""id"": ""b"", ""text"": ""Proses pergerakan air di atmosfer""}, {""id"": ""c"", ""text"": ""Proses pergerakan air di antara bumi, atmosfer, dan lautan""}, {""id"": ""d"", ""text"": ""Proses pergerakan air di bawah es""}], ""correct_answer"": ""c"", ""explanation"": ""Siklus air adalah proses pergerakan air di antara bumi, atmosfer, dan lautan.""}, {""id"": 2, ""type"": ""true_false"", ""question"": ""Transpirasi adalah pelepasan uap air dari air tawar ke atmosfer."", ""correct_answer"": false, ""explanation"": ""Transpirasi adalah pelepasan uap air dari tumbuhan ke atmosfer, bukan dari air tawar.""}, {""id"": 3, ""type"": ""multiple_choice"", ""question"": ""Apa yang terjadi selama kondensasi?"", ""options"": [{""id"": ""a"", ""text"": ""Uap air menjadi cair""}, {""id"": ""b"", ""text"": ""Uap air menjadi padat""}, {""id"": ""c"", ""text"": ""Uap air menjadi gas""}, {""id"": ""d"", ""text"": ""Uap air menjadi es""}], ""correct_answer"": ""b"", ""explanation"": ""Kondensasi adalah proses perubahan uap air menjadi padat (es) di atmosfer.""}, {""id"": 4, ""type"": ""multibox"", ""question"": ""Manakah yang termasuk tahapan dalam siklus air?"", ""options"": [{""id"": ""a"", ""text"": ""Evaporasi""}, {""id"": ""b"", ""text"": ""Fotosintesis""}, {""id"": ""c"", ""text"": ""Transpirasi""}, {""id"": ""d"", ""text"": ""Respirasi""}], ""correct_answer"": [""a"", ""c""], ""explanation"": ""Evaporasi dan transpirasi adalah tahapan dalam siklus air. Fotosintesis dan respirasi adalah proses metabolisme tumbuhan.""}, {""id"": 5, ""type"": ""multiple_choice"", ""question"": ""Apa yang menggerakkan siklus air?"", ""options"": [{""id"": ""a"", ""text"": ""Energi matahari""}, {""id"": ""b"", ""text"": ""Energi nuklir""}, {""id"": ""c"", ""text"": ""Energi geotermal""}, {""id"": ""d"", ""text"": ""Energi gravitasi""}], ""correct_answer"": ""a"", ""explanation"": ""Siklus air didorong oleh energi matahari.""}]}",90.75,567,0.16005291005291006,1.1735729631567202,1,
"{""questions"": [{""id"": 1, ""type"": ""multiple_choice"", ""question"": ""Apa fungsi utama sistem kerangka?"", ""options"": [{""id"": ""a"", ""text"": ""Menghasilkan energi""}, {""id"": ""b"", ""text"": ""Memberikan dukungan dan perlindungan""}, {""id"": ""c"", ""text"": ""Mengangkut darah""}, {""id"": ""d"", ""text"": ""Mengontrol fungsi tubuh""}], ""correct_answer"": ""b"", ""explanation"": ""Sistem kerangka memberikan dukungan dan perlindungan bagi tubuh.""}, {""id"": 2, ""type"": ""true_false"", ""question"": ""Sistem saraf hanya mengontrol gerakan."", ""correct_answer"": false, ""explanation"": ""Sistem saraf mengontrol dan mengoordinasikan berbagai fungsi tubuh, termasuk gerakan, penglihatan, pendengaran, dan fungsi internal.""}, {""id"": 3, ""type"": ""multiple_choice"", ""question"": ""Apa fungsi utama sistem endokrin?"", ""options"": [{""id"": ""a"", ""text"": ""Menghasilkan energi""}, {""id"": ""b"", ""text"": ""Mengangkut darah""}, {""id"": ""c"", ""text"": ""Menghasilkan hormon""}, {""id"": ""d"", ""text"": ""Mengeluarkan limbah""}], ""correct_answer"": ""c"", ""explanation"": ""Sistem endokrin menghasilkan hormon yang mengatur berbagai proses tubuh.""}, {""id"": 4, ""type"": ""multibox"", ""question"": ""Manakah sistem yang berperan dalam menghasilkan energi?"", ""options"": [{""id"": ""a"", ""text"": ""Sistem saraf""}, {""id"": ""b"", ""text"": ""Sistem otot""}, {""id"": ""c"", ""text"": ""Sistem endokrin""}, {""id"": ""d"", ""text"": ""Sistem pencernaan""}], ""correct_answer"": [""b"", ""d""], ""explanation"": ""Sistem otot dan sistem pencernaan berperan dalam menghasilkan energi.""}, {""id"": 5, ""type"": ""multiple_choice"", ""question"": ""Apa fungsi utama sistem limfatik?"", ""options"": [{""id"": ""a"", ""text"": ""Mengangkut darah""}, {""id"": ""b"", ""text"": ""Mengeluarkan limbah""}, {""id"": ""c"", ""text"": ""Membantu melawan infeksi""}, {""id"": ""d"", ""text"": ""Menghasilkan hormon""}], ""correct_answer"": ""c"", ""explanation"": ""Sistem limfatik membantu melawan infeksi.""}]}",138.125,588,0.234906462585034,1.2647904579698244,1,
"{""questions"": [{""id"": 1, ""type"": ""multiple_choice"", ""question"": ""Apa yang dimaksudkan dengan World Wide Web?"", ""options"": [{""id"": ""a"", ""text"": ""Jaringan komputer global""}, {""id"": ""b"", ""text"": ""Sistem dokumen hiperteks""}, {""id"": ""c"", ""text"": ""Protokol komunikasi""}, {""id"": ""d"", ""text"": ""Perangkat lunak""}], ""correct_answer"": ""b"", ""explanation"": ""World Wide Web adalah sistem dokumen hiperteks yang saling terhubung.""}, {""id"": 2, ""type"": ""true_false"", ""question"": ""Email digunakan untuk mengirim dan menerima pesan teks."", ""correct_answer"": false, ""explanation"": ""Email digunakan untuk mengirim dan menerima pesan elektronik, bukan pesan teks.""}, {""id"": 3, ""type"": ""multiple_choice"", ""question"": ""Apa yang dimaksudkan dengan cloud computing?"", ""options"": [{""id"": ""a"", ""text"": ""Pengiriman layanan komputasi""}, {""id"": ""b"", ""text"": ""Jaringan komputer""}, {""id"": ""c"", ""text"": ""Perangkat lunak""}, {""id"": ""d"", ""text"": ""Perangkat keras""}], ""correct_answer"": ""a"", ""explanation"": ""Cloud computing adalah pengiriman layanan komputasi.""}, {""id"": 4, ""type"": ""multibox"", ""question"": ""Manakah yang termasuk dalam media sosial?"", ""options"": [{""id"": ""a"", ""text"": ""Facebook""}, {""id"": ""b"", ""text"": ""Instagram""}, {""id"": ""c"", ""text"": ""Twitter""}, {""id"": ""d"", ""text"": ""YouTube""}], ""correct_answer"": [""a"", ""b"", ""c"", ""d""], ""explanation"": ""Semua pilihan yang tertera adalah media sosial.""}, {""id"": 5, ""type"": ""multiple_choice"", ""question"": ""Apa yang dimaksudkan dengan keamanan siber?"", ""options"": [{""id"": ""a"", ""text"": ""Mencegah pencurian atau kerusakan pada sistem komputer""}, {""id"": ""b"", ""text"": ""Meningkatkan kinerja sistem komputer""}, {""id"": ""c"", ""text"": ""Meningkatkan kualitas gambar""}, {""id"": ""d"", ""text"": ""Meningkatkan kecepatan internet""}], ""correct_answer"": ""a"", ""explanation"": ""Keamanan siber bertujuan untuk melindungi sistem komputer dan jaringan dari ancaman siber.""}]}",134.25,550,0.24409090909090908,1.2764603670665364,1,
"{""questions"": [{""id"": 1, ""type"": ""multiple_choice"", ""question"": ""Apa lapisan terluar Bumi?"", ""options"": [{""id"": ""a"", ""text"": ""Mantel""}, {""id"": ""b"", ""text"": ""Inti""}, {""id"": ""c"", ""text"": ""Kerak""}, {""id"": ""d"", ""text"": ""Atmosfer""}], ""correct_answer"": ""c"", ""explanation"": ""Kerak adalah lapisan terluar Bumi.""}, {""id"": 2, ""type"": ""true_false"", ""question"": ""Bumi tidak memiliki satelit alami."", ""correct_answer"": false, ""explanation"": ""Bumi memiliki satu satelit alami, yaitu Bulan.""}, {""id"": 3, ""type"": ""multiple_choice"", ""question"": ""Apa yang melindungi kehidupan dari radiasi berbahaya?"", ""options"": [{""id"": ""a"", ""text"": ""Matahari""}, {""id"": ""b"", ""text"": ""Bulan""}, {""id"": ""c"", ""text"": ""Atmosfer""}, {""id"": ""d"", ""text"": ""Inti Bumi""}], ""correct_answer"": ""c"", ""explanation"": ""Atmosfer Bumi melindungi kehidupan dari radiasi berbahaya.""}, {""id"": 4, ""type"": ""multibox"", ""question"": ""Apa saja lapisan dalam Bumi?"", ""options"": [{""id"": ""a"", ""text"": ""Kerak""}, {""id"": ""b"", ""text"": ""Mantel""}, {""id"": ""c"", ""text"": ""Inti""}, {""id"": ""d"", ""text"": ""Atmosfer""}], ""correct_answer"": [""a"", ""b"", ""c""], ""explanation"": ""Lapisan dalam Bumi adalah kerak, mantel, dan inti.""}, {""id"": 5, ""type"": ""multiple_choice"", ""question"": ""Siapa salah satu spesies yang hidup di Bumi?"", ""options"": [{""id"": ""a"", ""text"": ""Kucing""}, {""id"": ""b"", ""text"": ""Burung""}, {""id"": ""c"", ""text"": ""Manusia""}, {""id"": ""d"", ""text"": ""Kuda""}], ""correct_answer"": ""c"", ""explanation"": ""Manusia adalah salah satu spesies yang hidup di Bumi.""}]}",84.9375,547,0.15527879341864717,1.1679835418426867,1,
"{""questions"": [{""id"": 1, ""type"": ""multiple_choice"", ""question"": ""Apa yang menyusun semua organisme hidup?"", ""options"": [{""id"": ""a"", ""text"": ""Sel""}, {""id"": ""b"", ""text"": ""Organ""}, {""id"": ""c"", ""text"": ""Tissue""}, {""id"": ""d"", ""text"": ""Organisme""}], ""correct_answer"": ""a"", ""explanation"": ""Semua organisme hidup tersusun atas sel.""}, {""id"": 2, ""type"": ""true_false"", ""question"": ""Sel tumbuhan dan sel hewan memiliki perbedaan yang sama."", ""correct_answer"": false, ""explanation"": ""Sel tumbuhan dan sel hewan memiliki beberapa perbedaan, seperti dinding sel dan kloroplas.""}, {""id"": 3, ""type"": ""multiple_choice"", ""question"": ""Apa fungsi kloroplas?"", ""options"": [{""id"": ""a"", ""text"": ""Membangkit tenaga""}, {""id"": ""b"", ""text"": ""Membuat protein""}, {""id"": ""c"", ""text"": ""Mengangkut zat""}, {""id"": ""d"", ""text"": ""Menghasilkan energi dari cahaya""}], ""correct_answer"": ""d"", ""explanation"": ""Kloroplas digunakan untuk fotosintesis, mengubah energi cahaya menjadi energi kimia.""}, {""id"": 4, ""type"": ""multibox"", ""question"": ""Manakah organel yang ditemukan di semua sel?"", ""options"": [{""id"": ""a"", ""text"": ""Membran sel""}, {""id"": ""b"", ""text"": ""Sitoplasma""}, {""id"": ""c"", ""text"": ""Nukleus""}, {""id"": ""d"", ""text"": ""Mitokondria""}, {""id"": ""e"", ""text"": ""Ribosom""}, {""id"": ""f"", ""text"": ""Retikulum endoplasma""}], ""correct_answer"": [""a"", ""b"", ""c"", ""e""], ""explanation"": ""Membran sel, sitoplasma, nukleus, ribosom, dan retikulum endoplasma ditemukan di semua sel.""}, {""id"": 5, ""type"": ""multiple_choice"", ""question"": ""Bagaimana sel bereproduksi?"", ""options"": [{""id"": ""a"", ""text"": ""Membelah menjadi dua sel anak""}, {""id"": ""b"", ""text"": ""Menggabungkan dengan sel lain""}, {""id"": ""c"", ""text"": ""Menghasilkan spora""}, {""id"": ""d"", ""text"": ""Mengubah bentuknya""}], ""correct_answer"": ""a"", ""explanation"": ""Sel bereproduksi dengan membelah menjadi dua sel anak yang identik melalui proses mitosis.""}]}",101.25,520,0.19471153846153846,1.2149604665710467,1,
"{""questions"": [{""id"": 1, ""type"": ""multiple_choice"", ""question"": ""Apa rumus kimia air?"", ""options"": [{""id"": ""a"", ""text"": ""H2O""}, {""id"": ""b"", ""text"": ""H2O2""}, {""id"": ""c"", ""text"": ""HO""}, {""id"": ""d"", ""text"": ""H2""}], ""correct_answer"": ""a"", ""explanation"": ""Rumus kimia air adalah H2O.""}, {""id"": 2, ""type"": ""true_false"", ""question"": ""Air adalah pelarut universal."", ""correct_answer"": true, ""explanation"": ""Air dapat melarutkan banyak zat, menjadikannya pelarut universal.""}, {""id"": 3, ""type"": ""multiple_choice"", ""question"": ""Apa yang menyebabkan air membentuk tetesan?"", ""options"": [{""id"": ""a"", ""text"": ""Tegangan permukaan yang tinggi""}, {""id"": ""b"", ""text"": ""Berat jenis yang tinggi""}, {""id"": ""c"", ""text"": ""Titik didih yang tinggi""}, {""id"": ""d"", ""text"": ""Kalor jenis yang tinggi""}], ""correct_answer"": ""a"", ""explanation"": ""Tegangan permukaan yang tinggi menyebabkan air membentuk tetesan.""}, {""id"": 4, ""type"": ""multibox"", ""question"": ""Apa saja kegunaan air bagi kehidupan?"", ""options"": [{""id"": ""a"", ""text"": ""Pembentukan tumbuhan""}, {""id"": ""b"", ""text"": ""Pengaturan suhu tubuh hewan""}, {""id"": ""c"", ""text"": ""Pembakaran bahan bakar""}, {""id"": ""d"", ""text"": ""Pengangkutan nutrisi""}], ""correct_answer"": [""a"", ""b"", ""d""], ""explanation"": ""Air digunakan oleh tumbuhan untuk fotosintesis, oleh hewan untuk mengatur suhu tubuh dan mengangkut nutrisi, dan oleh manusia untuk berbagai keperluan.""}, {""id"": 5, ""type"": ""multiple_choice"", ""question"": ""Apa persentase air tawar di Bumi?"", ""options"": [{""id"": ""a"", ""text"": ""2.5%""}, {""id"": ""b"", ""text"": ""25%""}, {""id"": ""c"", ""text"": ""50%""}, {""id"": ""d"", ""text"": ""75%""}], ""correct_answer"": ""a"", ""explanation"": ""Sebagian besar air di Bumi adalah air asin, dan hanya sekitar 2,5% yang merupakan air tawar.""}]}",114.125,563,0.20270870337477798,1.2247156607427803,1,
"{""questions"": [{""id"": 1, ""type"": ""multiple_choice"", ""question"": ""Apa komponen utama udara?"", ""options"": [{""id"": ""a"", ""text"": ""Nitrogen, oksigen, dan argon""}, {""id"": ""b"", ""text"": ""Helium, hidrogen, dan neon""}, {""id"": ""c"", ""text"": ""Karbon dioksida, oksigen, dan nitrogen""}, {""id"": ""d"", ""text"": ""Uap air, debu, dan polutan""}], ""correct_answer"": ""a"", ""explanation"": ""Nitrogen, oksigen, dan argon adalah komponen utama udara.""}, {""id"": 2, ""type"": ""true_false"", ""question"": ""Udara penting untuk kehidupan di Bumi."", ""correct_answer"": true, ""explanation"": ""Udara penting untuk fotosintesis, respirasi, dan melindungi kehidupan dari radiasi.""}, {""id"": 3, ""type"": ""multiple_choice"", ""question"": ""Apa yang dilindungi oleh lapisan ozon?"", ""options"": [{""id"": ""a"", ""text"": ""Sinar ultraviolet""}, {""id"": ""b"", ""text"": ""Sinar merah""}, {""id"": ""c"", ""text"": ""Sinar biru""}, {""id"": ""d"", ""text"": ""Sinar merah dan biru""}], ""correct_answer"": ""a"", ""explanation"": ""Lapisan ozon menyerap radiasi ultraviolet.""}, {""id"": 4, ""type"": ""multibox"", ""question"": ""Apa saja dampak polusi udara?"", ""options"": [{""id"": ""a"", ""text"": ""Asma""}, {""id"": ""b"", ""text"": ""Penyakit jantung""}, {""id"": ""c"", ""text"": ""Kerusakan lingkungan""}, {""id"": ""d"", ""text"": ""Semua jawaban di atas""}], ""correct_answer"": [""a"", ""b"", ""c""], ""explanation"": ""Polusi udara dapat menyebabkan asma, penyakit jantung, dan kerusakan lingkungan.""}, {""id"": 5, ""type"": ""multiple_choice"", ""question"": ""Apa yang dimaksud dengan fotosintesis?"", ""options"": [{""id"": ""a"", ""text"": ""Proses di mana tumbuhan mengubah karbon dioksida menjadi oksigen""}, {""id"": ""b"", ""text"": ""Proses di mana hewan mengubah oksigen menjadi karbon dioksida""}, {""id"": ""c"", ""text"": ""Proses di mana air mengubah fase dari cair menjadi gas""}, {""id"": ""d"", ""text"": ""Proses di mana tanah mengubah mineral menjadi tanah""}], ""correct_answer"": ""a"", ""explanation"": ""Fotosintesis adalah proses di mana tumbuhan menggunakan energi matahari untuk mengubah karbon dioksida menjadi oksigen dan gula.""}]}",131.875,556,0.23718525179856115,1.267675935271432,1,
